State,Year,Murder Rate,Robbery Rate
 Oregon,1983,           4.1,         170.3
 Oregon,1984,           4.8,         168.6
 Oregon,1985,           4.7,         185.6
 Oregon,1986,           6.6,         205.9
 Oregon,1987,           5.6,         196.0
 Oregon,1988,           5.1,         193.0
 Oregon,1989,           4.8,         151.8
 Oregon,1990,           3.8,         144.3
 Oregon,1991,           4.6,         150.1
 Oregon,1992,           4.7,         151.4
 Oregon,1993,           4.6,         129.6
 Oregon,1994,           4.9,         138.2
 Oregon,1995,           4.1,         137.9
 Oregon,1996,           4.0,         122.2
 Oregon,1997,           2.9,         117.5
 Oregon,1998,           3.8,         105.2
 Oregon,1999,           2.7,          86.2
 Oregon,2000,           2.0,          84.4
 Oregon,2001,           2.4,          79.1
 Oregon,2002,           2.0,          77.9
 Oregon,2003,           1.9,          79.9
 Oregon,2004,           2.5,          76.6
 Oregon,2005,           2.2,          68.1
 Oregon,2006,           2.4,          73.3
 Oregon,2007,           2.0,          76.4
 Oregon,2008,           2.3,          70.1
 Oregon,2009,           2.3,          65.3
 Oregon,2010,           2.5,          63.1
 Oregon,2011,           2.2,          57.8
 Oregon,2012,           2.4,          61.9
 Pennsylvania,1960,           2.6,          33.9
 Pennsylvania,1961,           2.6,          35.7
 Pennsylvania,1962,           2.7,          39.9
 Pennsylvania,1963,           2.3,          41.8
 Pennsylvania,1964,           3.4,          44.6
 Pennsylvania,1965,           3.6,          52.7
 Pennsylvania,1966,           3.3,          50.2
 Pennsylvania,1967,           3.9,          57.9
 Pennsylvania,1968,           4.1,          85.2
 Pennsylvania,1969,           4.1,          90.6
 Pennsylvania,1970,           5.4,         108.6
 Pennsylvania,1971,           6.2,         141.9
 Pennsylvania,1972,           6.0,         149.3
 Pennsylvania,1973,           6.3,         138.6
 Pennsylvania,1974,           6.7,         159.5
 Pennsylvania,1975,           6.8,         168.6
 Pennsylvania,1976,           6.1,         138.0
 Pennsylvania,1977,           5.6,         130.3
 Pennsylvania,1978,           6.2,         136.7
 Pennsylvania,1979,           6.2,         152.2
 Pennsylvania,1980,           6.8,         177.9
 Pennsylvania,1981,           6.1,         186.6
 Pennsylvania,1982,           5.7,         175.4
 Pennsylvania,1983,           4.9,         172.3
 Pennsylvania,1984,           4.5,         148.4
 Pennsylvania,1985,           4.6,         147.0
 Pennsylvania,1986,           5.5,         152.1
 Pennsylvania,1987,           5.4,         144.4
 Pennsylvania,1988,           5.5,         138.1
 Pennsylvania,1989,           6.3,         149.7
 Pennsylvania,1990,           6.7,         176.2
 Pennsylvania,1991,           6.3,         193.9
 Pennsylvania,1992,           6.2,         180.7
 Pennsylvania,1993,           6.8,         179.0
 Pennsylvania,1994,           5.9,         186.7
 Pennsylvania,1995,           6.3,         189.3
 Pennsylvania,1996,           5.7,         189.0
 Pennsylvania,1997,           5.9,         156.3
 Pennsylvania,1998,           5.3,         164.9
 Pennsylvania,1999,           4.9,         155.7
 Pennsylvania,2000,           4.9,         147.8
 Pennsylvania,2001,           5.3,         142.2
 Pennsylvania,2002,           5.1,         139.2
 Pennsylvania,2003,           5.2,         145.3
 Pennsylvania,2004,           5.2,         149.1
 Pennsylvania,2005,           6.1,         154.9
 Pennsylvania,2006,           6.0,         169.6
 Pennsylvania,2007,           5.8,         156.4
 Pennsylvania,2008,           5.7,         151.6
 Pennsylvania,2009,           5.3,         138.9
 Pennsylvania,2010,           5.1,         128.8
 Pennsylvania,2011,           5.0,         126.8
 Pennsylvania,2012,           5.4,         122.8
 Rhode Island,1960,           1.0,          14.2
 Rhode Island,1961,           1.0,          13.3
 Rhode Island,1962,            .8,          12.5
 Rhode Island,1963,           1.4,          17.3
 Rhode Island,1964,           1.2,          17.7
 Rhode Island,1965,           2.1,          19.0
 Rhode Island,1966,           1.4,          25.4
 Rhode Island,1967,           2.2,          31.4
 Rhode Island,1968,           2.4,          49.3
 Rhode Island,1969,           3.1,          73.4
 Rhode Island,1970,           3.2,          78.3
 Rhode Island,1971,           3.0,          84.9
 Rhode Island,1972,           1.3,          81.7
 Rhode Island,1973,           3.4,          97.0
 Rhode Island,1974,           3.8,          91.0
 Rhode Island,1975,           3.0,          95.9
 Rhode Island,1976,           2.4,          91.0
 Rhode Island,1977,           3.6,          86.5
 Rhode Island,1978,           4.0,          98.2
 Rhode Island,1979,           3.2,         109.7
 Rhode Island,1980,           4.4,         118.6
 Rhode Island,1981,           4.2,         132.0
 Rhode Island,1982,           3.7,         114.7
 Rhode Island,1983,           2.7,         112.9
 Rhode Island,1984,           3.4,         113.4
 Rhode Island,1985,           3.6,         115.9
 Rhode Island,1986,           3.5,         118.7
 Rhode Island,1987,           3.5,         107.7
 Rhode Island,1988,           4.1,         115.2
 Rhode Island,1989,           4.9,         112.4
 Rhode Island,1990,           4.8,         122.0
 Rhode Island,1991,           3.7,         122.9
 Rhode Island,1992,           3.6,          94.5
 Rhode Island,1993,           3.9,         101.1
 Rhode Island,1994,           4.1,          87.3
 Rhode Island,1995,           3.3,          92.3
 Rhode Island,1996,           2.5,          83.2
 Rhode Island,1997,           2.5,          71.6
 Rhode Island,1998,           2.4,          66.7
 Rhode Island,1999,           3.6,          79.5
 Rhode Island,2000,           4.3,          88.0
 Rhode Island,2001,           3.7,          93.0
 Rhode Island,2002,           3.8,          85.7
 Rhode Island,2003,           2.3,          77.1
 Rhode Island,2004,           2.4,          67.7
 Rhode Island,2005,           3.2,          72.3
 Rhode Island,2006,           2.5,          69.3
 Rhode Island,2007,           1.8,          71.8
 Rhode Island,2008,           3.0,          83.7
 Rhode Island,2009,           3.0,          74.5
 Rhode Island,2010,           2.8,          74.3
 Rhode Island,2011,           1.9,          70.8
 Rhode Island,2012,           3.2,          67.9
 South Carolina,1960,          13.2,          20.1
 South Carolina,1961,          11.6,          20.8
 South Carolina,1962,          10.1,          19.2
 South Carolina,1963,          10.0,          21.6
 South Carolina,1964,           8.1,          25.8
 South Carolina,1965,           9.6,          21.5
 South Carolina,1966,          11.6,          28.8
 South Carolina,1967,          11.2,          35.0
 South Carolina,1968,          13.6,          42.8
 South Carolina,1969,          12.5,          50.0
 South Carolina,1970,          14.6,          60.1
 South Carolina,1971,          16.6,          62.4
 South Carolina,1972,          16.8,          66.1
 South Carolina,1973,          14.4,          79.2
 South Carolina,1974,          16.2,         127.4
 South Carolina,1975,          14.7,         110.9
 South Carolina,1976,          11.6,         105.7
 South Carolina,1977,          11.9,         105.9
 South Carolina,1978,          11.5,         101.3
 South Carolina,1979,          12.6,         107.6
 South Carolina,1980,          11.4,         118.1
 South Carolina,1981,          10.4,         120.2
 South Carolina,1982,          10.9,         122.4
 South Carolina,1983,           9.8,         104.9
 South Carolina,1984,           9.2,         103.3
 South Carolina,1985,           9.1,          93.9
 South Carolina,1986,           8.6,          99.5
 South Carolina,1987,           9.3,         101.1
 South Carolina,1988,           9.3,         124.7
 South Carolina,1989,           9.1,         130.2
 South Carolina,1990,          11.2,         152.4
 South Carolina,1991,          11.3,         171.1
 South Carolina,1992,          10.4,         170.6
 South Carolina,1993,          10.3,         187.3
 South Carolina,1994,           9.6,         186.1
 South Carolina,1995,           7.9,         175.9
 South Carolina,1996,           9.0,         172.0
 South Carolina,1997,           8.4,         176.2
 South Carolina,1998,           8.0,         154.9
 South Carolina,1999,           6.6,         148.2
 South Carolina,2000,           7.3,         155.0
 South Carolina,2001,           8.1,         147.4
 South Carolina,2002,           7.3,         140.7
 South Carolina,2003,           7.3,         139.8
 South Carolina,2004,           6.8,         130.3
 South Carolina,2005,           7.4,         133.2
 South Carolina,2006,           8.4,         136.6
 South Carolina,2007,           8.3,         144.2
 South Carolina,2008,           6.9,         147.2
 South Carolina,2009,           6.7,         126.1
 South Carolina,2010,           5.7,         108.2
 South Carolina,2011,           6.8,          99.1
 South Carolina,2012,           6.9,          95.0
 South Dakota,1960,           2.1,           9.1
 South Dakota,1961,           1.7,           8.8
 South Dakota,1962,           3.3,           8.6
 South Dakota,1963,           1.2,          10.6
 South Dakota,1964,           1.3,           8.3
 South Dakota,1965,           1.6,           9.2
 South Dakota,1966,           1.5,          10.0
 South Dakota,1967,           3.7,          12.9
 South Dakota,1968,           3.8,          19.3
 South Dakota,1969,           2.0,          12.9
 South Dakota,1970,           3.8,          17.1
 South Dakota,1971,           1.2,          18.2
 South Dakota,1972,           1.2,          15.6
 South Dakota,1973,           3.8,          24.7
 South Dakota,1974,           2.1,          20.4
 South Dakota,1975,           3.7,          31.0
 South Dakota,1976,           1.7,          23.2
 South Dakota,1977,           2.0,          17.9
 South Dakota,1978,           1.9,          15.9
 South Dakota,1979,           2.0,          20.3
 South Dakota,1980,            .7,          20.1
 South Dakota,1981,           1.8,          17.8
 South Dakota,1982,           2.7,          17.1
 South Dakota,1983,           2.1,          15.9
 South Dakota,1984,           1.8,          14.9
 South Dakota,1985,           1.8,          17.1
 South Dakota,1986,           4.0,          16.2
 South Dakota,1987,           1.8,          12.3
 South Dakota,1988,           3.1,          12.2
 South Dakota,1989,           1.3,          11.7
 South Dakota,1990,           2.0,          12.4
 South Dakota,1991,           1.7,          18.8
 South Dakota,1992,            .6,          16.9
 South Dakota,1993,           3.4,          15.0
 South Dakota,1994,           1.4,          18.7
 South Dakota,1995,           1.8,          25.9
 South Dakota,1996,           1.2,          18.9
 South Dakota,1997,           1.4,          23.3
 South Dakota,1998,           1.4,          20.2
 South Dakota,1999,           2.5,          14.0
 South Dakota,2000,            .9,          17.4
 South Dakota,2001,            .9,          13.6
 South Dakota,2002,           1.4,          15.4
 South Dakota,2003,           1.3,          13.6
 South Dakota,2004,           2.2,          14.5
 South Dakota,2005,           2.3,          18.7
 South Dakota,2006,           3.8,          20.2
 South Dakota,2007,           3.9,          14.8
 South Dakota,2008,           4.6,          16.7
 South Dakota,2009,           3.7,          14.4
 South Dakota,2010,           2.8,          18.9
 South Dakota,2011,           2.4,          20.3
 South Dakota,2012,           3.0,          19.0
 Tennessee,1960,           8.5,          26.9
 Tennessee,1961,           8.0,          30.4
 Tennessee,1962,           6.1,          34.8
 Tennessee,1963,           6.5,          28.4
 Tennessee,1964,           5.9,          30.2
 Tennessee,1965,           8.0,          28.6
 Tennessee,1966,           7.8,          34.4
 Tennessee,1967,           8.9,          56.5
 Tennessee,1968,           8.7,          71.2
 Tennessee,1969,           9.6,          75.2
 Tennessee,1970,           8.8,          82.0
 Tennessee,1971,          12.4,          86.5
 Tennessee,1972,          11.3,         101.1
 Tennessee,1973,          13.2,         130.5
 Tennessee,1974,          13.4,         157.2
 Tennessee,1975,          11.4,         166.8
 Tennessee,1976,          11.0,         147.5
 Tennessee,1977,          10.1,         145.8
 Tennessee,1978,           9.4,         152.4
 Tennessee,1979,           9.8,         166.1
 Tennessee,1980,          10.8,         180.6
 Tennessee,1981,           9.7,         171.7
 Tennessee,1982,           9.7,         175.7
 Tennessee,1983,           8.8,         172.8
 Tennessee,1984,           8.4,         166.8
 Tennessee,1985,           9.0,         180.9
 Tennessee,1986,          10.4,         207.7
 Tennessee,1987,           9.1,         193.8
 Tennessee,1988,           9.4,         173.6
 Tennessee,1989,           8.4,         160.4
 Tennessee,1990,          10.5,         191.2
 Tennessee,1991,          11.0,         212.9
 Tennessee,1992,          10.4,         218.2
 Tennessee,1993,          10.2,         220.1
 Tennessee,1994,           9.3,         207.4
 Tennessee,1995,          10.6,         223.2
 Tennessee,1996,           9.5,         223.7
 Tennessee,1997,           9.5,         214.0
 Tennessee,1998,           8.5,         178.0
 Tennessee,1999,           7.1,         156.8
 Tennessee,2000,           7.2,         166.4
 Tennessee,2001,           7.4,         177.7
 Tennessee,2002,           7.3,         162.6
 Tennessee,2003,           6.8,         161.0
 Tennessee,2004,           6.1,         150.4
 Tennessee,2005,           7.2,         168.1
 Tennessee,2006,           6.9,         184.5
 Tennessee,2007,           6.6,         179.2
 Tennessee,2008,           6.6,         173.8
 Tennessee,2009,           7.4,         153.3
 Tennessee,2010,           5.6,         131.5
 Tennessee,2011,           5.9,         126.3
 Tennessee,2012,           6.0,         126.5
 Texas,1960,           8.6,          31.6
 Texas,1961,           8.1,          31.1
 Texas,1962,           7.2,          31.6
 Texas,1963,           7.4,          35.8
 Texas,1964,           7.6,          43.1
 Texas,1965,           7.5,          42.7
 Texas,1966,           9.1,          55.7
 Texas,1967,           9.9,          69.5
 Texas,1968,          10.6,          82.9
 Texas,1969,          11.3,         116.6
 Texas,1970,          11.6,         136.5
 Texas,1971,          12.1,         124.1
 Texas,1972,          12.4,         120.3
 Texas,1973,          12.8,         144.6
 Texas,1974,          13.7,         164.0
 Texas,1975,          13.4,         164.1
 Texas,1976,          12.2,         139.0
 Texas,1977,          13.3,         152.4
 Texas,1978,          14.2,         164.4
 Texas,1979,          16.7,         191.8
 Texas,1980,          16.9,         208.5
 Texas,1981,          16.6,         193.3
 Texas,1982,          16.1,         220.0
 Texas,1983,          14.2,         189.3
 Texas,1984,          13.1,         178.5
 Texas,1985,          13.0,         193.5
 Texas,1986,          13.5,         239.9
 Texas,1987,          11.7,         226.7
 Texas,1988,          12.1,         234.2
 Texas,1989,          11.9,         223.1
 Texas,1990,          14.1,         260.8
 Texas,1991,          15.3,         286.5
 Texas,1992,          12.7,         252.5
 Texas,1993,          11.9,         224.4
 Texas,1994,          11.0,         204.8
 Texas,1995,           9.0,         179.8
 Texas,1996,           7.7,         171.5
 Texas,1997,           6.8,         157.0
 Texas,1998,           6.8,         145.1
 Texas,1999,           6.1,         146.7
 Texas,2000,           5.9,         145.1
 Texas,2001,           6.2,         165.4
 Texas,2002,           6.0,         172.9
 Texas,2003,           6.4,         167.5
 Texas,2004,           6.1,         159.4
 Texas,2005,           6.1,         156.1
 Texas,2006,           5.9,         158.5
 Texas,2007,           5.9,         162.2
 Texas,2008,           5.6,         155.1
 Texas,2009,           5.4,         153.4
 Texas,2010,           4.9,         130.1
 Texas,2011,           4.4,         111.7
 Texas,2012,           4.4,         116.6
 Utah,1960,           1.0,          20.8
 Utah,1961,           1.7,          20.3
 Utah,1962,           2.3,          22.4
 Utah,1963,           2.4,          22.9
 Utah,1964,           1.5,          26.5
 Utah,1965,           1.5,          23.1
 Utah,1966,           2.0,          36.5
 Utah,1967,           2.7,          38.5
 Utah,1968,           2.9,          33.7
 Utah,1969,           2.5,          49.0
 Utah,1970,           3.4,          53.1
 Utah,1971,           2.7,          60.5
 Utah,1972,           2.9,          62.3
 Utah,1973,           3.2,          62.6
 Utah,1974,           3.2,          75.8
 Utah,1975,           2.7,          79.0
 Utah,1976,           4.5,          69.4
 Utah,1977,           3.5,          68.8
 Utah,1978,           3.7,          66.5
 Utah,1979,           4.8,          77.7
 Utah,1980,           3.8,          80.2
 Utah,1981,           3.3,          84.8
 Utah,1982,           3.4,          86.5
 Utah,1983,           3.5,          64.3
 Utah,1984,           2.8,          58.0
 Utah,1985,           3.0,          55.2
 Utah,1986,           3.2,          58.6
 Utah,1987,           3.3,          52.8
 Utah,1988,           2.8,          54.1
 Utah,1989,           2.6,          52.6
 Utah,1990,           3.0,          56.9
 Utah,1991,           2.9,          55.1
 Utah,1992,           3.0,          55.9
 Utah,1993,           3.1,          58.6
 Utah,1994,           2.9,          63.6
 Utah,1995,           3.9,          67.1
 Utah,1996,           3.2,          68.9
 Utah,1997,           2.4,          68.4
 Utah,1998,           2.1,          55.1
 Utah,1999,           2.1,          54.4
 Utah,2000,           1.9,          55.6
 Utah,2001,           2.9,          52.5
 Utah,2002,           2.0,          49.2
 Utah,2003,           2.6,          53.5
 Utah,2004,           1.9,          51.1
 Utah,2005,           2.2,          44.0
 Utah,2006,           2.0,          48.7
 Utah,2007,           2.2,          53.9
 Utah,2008,           1.5,          51.9
 Utah,2009,           1.4,          46.8
 Utah,2010,           1.9,          45.7
 Utah,2011,           1.8,          38.3
 Utah,2012,           1.8,          38.5
 Vermont,1960,            .3,           2.3
 Vermont,1961,           1.5,           4.1
 Vermont,1962,            .3,           4.6
 Vermont,1963,            .5,           6.9
 Vermont,1964,            .5,           3.2
 Vermont,1965,            .5,           4.5
 Vermont,1966,           1.5,           4.0
 Vermont,1967,           3.1,           1.9
 Vermont,1968,           2.6,           6.2
 Vermont,1969,           2.5,           9.3
 Vermont,1970,           1.3,           7.6
 Vermont,1971,           1.1,           9.8
 Vermont,1972,           1.7,          10.6
 Vermont,1973,           2.2,           8.8
 Vermont,1974,           3.4,          13.8
 Vermont,1975,           2.1,          15.7
 Vermont,1976,           5.5,          17.9
 Vermont,1977,           1.4,          30.8
 Vermont,1978,           3.3,          14.4
 Vermont,1979,           1.4,          28.6
 Vermont,1980,           2.2,          38.9
 Vermont,1981,           4.3,          27.6
 Vermont,1982,           2.3,          23.1
 Vermont,1983,           3.6,          27.8
 Vermont,1984,           2.3,          23.0
 Vermont,1985,           3.4,          20.9
 Vermont,1986,           2.0,          22.2
 Vermont,1987,           2.7,          16.8
 Vermont,1988,           2.0,          16.0
 Vermont,1989,           1.9,          18.0
 Vermont,1990,           2.3,          11.7
 Vermont,1991,           2.1,          11.8
 Vermont,1992,           2.1,           8.9
 Vermont,1993,           3.6,           9.0
 Vermont,1994,           1.0,          12.2
 Vermont,1995,           2.2,          10.9
 Vermont,1996,           1.9,          15.4
 Vermont,1997,           1.5,          13.4
 Vermont,1998,           2.2,           9.5
 Vermont,1999,           2.9,          10.9
 Vermont,2000,           1.5,          19.2
 Vermont,2001,           1.1,          17.5
 Vermont,2002,           2.1,          12.5
 Vermont,2003,           2.4,          10.0
 Vermont,2004,           2.6,          12.6
 Vermont,2005,           1.3,          12.2
 Vermont,2006,           2.2,          18.3
 Vermont,2007,           2.1,          12.7
 Vermont,2008,           2.7,          15.0
 Vermont,2009,           1.3,          17.9
 Vermont,2010,           1.1,          12.1
 Vermont,2011,           1.8,          15.8
 Vermont,2012,           1.3,          17.9
 Virginia,1960,          12.3,          26.3
 Virginia,1961,           8.6,          26.2
 Virginia,1962,           8.7,          25.6
 Virginia,1963,           7.1,          29.3
 Virginia,1964,           8.4,          34.7
 Virginia,1965,           8.2,          39.9
 Virginia,1966,           8.1,          44.5
 Virginia,1967,           9.1,          52.8
 Virginia,1968,          10.3,          65.8
 Virginia,1969,           7.3,          81.0
 Virginia,1970,          10.4,          95.5
 Virginia,1971,          10.1,         106.8
 Virginia,1972,          11.8,         113.5
 Virginia,1973,          10.5,         104.8
 Virginia,1974,          10.6,         127.4
 Virginia,1975,          11.5,         138.5
 Virginia,1976,           9.5,         108.2
 Virginia,1977,           9.0,          92.1
 Virginia,1978,           8.8,          97.1
 Virginia,1979,           8.6,         111.6
 Virginia,1980,           8.6,         120.1
 Virginia,1981,           8.6,         133.2
 Virginia,1982,           7.4,         122.2
 Virginia,1983,           7.0,         110.5
 Virginia,1984,           7.7,         102.3
 Virginia,1985,           7.1,         100.2
 Virginia,1986,           7.1,         105.7
 Virginia,1987,           7.4,         105.8
 Virginia,1988,           7.8,         112.5
 Virginia,1989,           7.9,         106.5
 Virginia,1990,           8.8,         123.3
 Virginia,1991,           9.3,         137.6
 Virginia,1992,           8.8,         137.8
 Virginia,1993,           8.3,         142.0
 Virginia,1994,           8.7,         132.8
 Virginia,1995,           7.6,         131.7
 Virginia,1996,           7.5,         122.6
 Virginia,1997,           7.2,         124.5
 Virginia,1998,           6.2,         105.6
 Virginia,1999,           5.7,         101.1
 Virginia,2000,           5.7,          88.9
 Virginia,2001,           5.1,          95.3
 Virginia,2002,           5.3,          95.5
 Virginia,2003,           5.6,          91.1
 Virginia,2004,           5.2,          92.2
 Virginia,2005,           6.1,          99.1
 Virginia,2006,           5.3,         101.8
 Virginia,2007,           5.4,          99.8
 Virginia,2008,           4.8,          96.2
 Virginia,2009,           4.7,          80.5
 Virginia,2010,           4.7,          70.8
 Virginia,2011,           3.8,          66.9
 Virginia,2012,           3.8,          57.5
 Washington,1960,           2.1,          31.1
 Washington,1961,           2.2,          31.1
 Washington,1962,           2.5,          30.3
 Washington,1963,           2.5,          30.0
 Washington,1964,           2.4,          28.5
 Washington,1965,           2.2,          30.3
 Washington,1966,           2.5,          36.7
 Washington,1967,           3.1,          54.6
 Washington,1968,           3.6,          98.4
 Washington,1969,           3.6,         113.0
 Washington,1970,           3.5,          93.5
 Washington,1971,           3.8,          93.3
 Washington,1972,           4.2,          87.6
 Washington,1973,           4.0,          96.3
 Washington,1974,           5.1,         115.5
 Washington,1975,           5.7,         124.0
 Washington,1976,           4.3,         119.5
 Washington,1977,           4.3,         106.2
 Washington,1978,           4.6,         125.0
 Washington,1979,           4.8,         120.7
 Washington,1980,           5.5,         135.1
 Washington,1981,           5.1,         130.0
 Washington,1982,           4.4,         117.9
 Washington,1983,           4.9,         105.4
 Washington,1984,           4.6,         120.6
 Washington,1985,           5.2,         132.0
 Washington,1986,           5.0,         135.1
 Washington,1987,           5.6,         141.4
 Washington,1988,           5.7,         145.9
 Washington,1989,           4.4,         140.1
 Washington,1990,           4.9,         130.0
 Washington,1991,           4.2,         145.5
 Washington,1992,           5.0,         139.8
 Washington,1993,           5.2,         137.1
 Washington,1994,           5.5,         139.7
 Washington,1995,           5.1,         132.7
 Washington,1996,           4.6,         119.0
 Washington,1997,           4.3,         120.0
 Washington,1998,           3.9,         115.6
 Washington,1999,           3.0,         100.9
 Washington,2000,           3.3,          98.6
 Washington,2001,           3.0,          99.0
 Washington,2002,           3.0,          95.5
 Washington,2003,           3.0,          93.3
 Washington,2004,           3.1,          94.5
 Washington,2005,           3.3,          92.0
 Washington,2006,           3.1,         100.4
 Washington,2007,           2.7,          94.0
 Washington,2008,           2.9,          98.0
 Washington,2009,           2.9,         100.7
 Washington,2010,           2.3,          87.9
 Washington,2011,           2.4,          82.5
 Washington,2012,           3.0,          83.3
 West Virginia,1960,           4.4,          12.8
 West Virginia,1961,           4.4,          11.7
 West Virginia,1962,           3.7,          15.4
 West Virginia,1963,           5.3,          14.6
 West Virginia,1964,           3.7,          16.9
 West Virginia,1965,           4.0,          14.4
 West Virginia,1966,           4.2,          19.1
 West Virginia,1967,           4.6,          19.3
 West Virginia,1968,           5.5,          25.5
 West Virginia,1969,           5.6,          19.1
 West Virginia,1970,           6.2,          27.3
 West Virginia,1971,           6.4,          35.4
 West Virginia,1972,           6.1,          31.6
 West Virginia,1973,           5.7,          27.9
 West Virginia,1974,           6.0,          35.2
 West Virginia,1975,           7.4,          45.5
 West Virginia,1976,           6.7,          38.0
 West Virginia,1977,           6.0,          42.2
 West Virginia,1978,           6.8,          46.3
 West Virginia,1979,           6.8,          43.9
 West Virginia,1980,           7.1,          48.5
 West Virginia,1981,           6.0,          50.2
 West Virginia,1982,           5.2,          49.8
 West Virginia,1983,           4.9,          44.2
 West Virginia,1984,           4.4,          38.1
 West Virginia,1985,           3.8,          37.6
 West Virginia,1986,           5.9,          41.0
 West Virginia,1987,           4.8,          31.2
 West Virginia,1988,           4.9,          34.2
 West Virginia,1989,           6.5,          42.7
 West Virginia,1990,           5.7,          37.9
 West Virginia,1991,           6.2,          43.3
 West Virginia,1992,           6.3,          43.5
 West Virginia,1993,           6.9,          43.0
 West Virginia,1994,           5.4,          42.4
 West Virginia,1995,           4.9,          42.7
 West Virginia,1996,           3.8,          40.4
 West Virginia,1997,           4.1,          43.1
 West Virginia,1998,           4.3,          37.3
 West Virginia,1999,           4.4,          36.6
 West Virginia,2000,           2.5,          41.4
 West Virginia,2001,           2.2,          39.3
 West Virginia,2002,           3.2,          36.4
 West Virginia,2003,           4.0,          38.7
 West Virginia,2004,           3.8,          42.7
 West Virginia,2005,           4.5,          45.0
 West Virginia,2006,           4.4,          46.9
 West Virginia,2007,           3.6,          46.7
 West Virginia,2008,           3.7,          49.4
 West Virginia,2009,           4.6,          50.2
 West Virginia,2010,           3.1,          41.8
 West Virginia,2011,           4.7,          43.2
 West Virginia,2012,           3.9,          45.2
 Wisconsin,1960,           1.3,           8.3
 Wisconsin,1961,           1.6,           9.0
 Wisconsin,1962,            .9,           8.5
 Wisconsin,1963,           1.7,           9.7
 Wisconsin,1964,           1.5,          11.0
 Wisconsin,1965,           1.5,          11.5
 Wisconsin,1966,           1.9,          12.9
 Wisconsin,1967,           1.9,          28.0
 Wisconsin,1968,           2.2,          33.1
 Wisconsin,1969,           2.1,          28.3
 Wisconsin,1970,           2.0,          33.1
 Wisconsin,1971,           2.8,          31.5
 Wisconsin,1972,           2.8,          36.7
 Wisconsin,1973,           2.6,          48.7
 Wisconsin,1974,           3.0,          66.3
 Wisconsin,1975,           3.3,          73.4
 Wisconsin,1976,           3.0,          59.3
 Wisconsin,1977,           2.8,          52.2
 Wisconsin,1978,           2.5,          49.9
 Wisconsin,1979,           3.4,          60.5
 Wisconsin,1980,           2.9,          70.7
 Wisconsin,1981,           3.4,          68.6
 Wisconsin,1982,           3.1,          71.2
 Wisconsin,1983,           2.8,          71.9
 Wisconsin,1984,           2.5,          66.4
 Wisconsin,1985,           2.8,          70.2
 Wisconsin,1986,           3.1,          72.8
 Wisconsin,1987,           3.5,          66.4
 Wisconsin,1988,           3.0,          67.1
 Wisconsin,1989,           3.6,          75.2
 Wisconsin,1990,           4.6,         112.7
 Wisconsin,1991,           4.8,         119.0
 Wisconsin,1992,           4.4,         119.8
 Wisconsin,1993,           4.4,         113.4
 Wisconsin,1994,           4.5,         112.9
 Wisconsin,1995,           4.3,         105.1
 Wisconsin,1996,           4.0,          96.6
 Wisconsin,1997,           4.0,         100.9
 Wisconsin,1998,           3.6,          85.6
 Wisconsin,1999,           3.4,          84.7
 Wisconsin,2000,           3.2,          84.6
 Wisconsin,2001,           3.6,          82.2
 Wisconsin,2002,           2.8,          86.6
 Wisconsin,2003,           3.3,          80.3
 Wisconsin,2004,           2.8,          73.9
 Wisconsin,2005,           3.7,          82.4
 Wisconsin,2006,           3.0,         100.1
 Wisconsin,2007,           3.3,          97.8
 Wisconsin,2008,           2.6,          91.7
 Wisconsin,2009,           2.6,          86.7
 Wisconsin,2010,           2.7,          79.3
 Wisconsin,2011,           2.4,          80.6
 Wisconsin,2012,           3.0,          80.7
 Wyoming,1960,           4.8,          53.3
 Wyoming,1961,           3.3,          35.8
 Wyoming,1962,           3.3,          14.0
 Wyoming,1963,           3.6,          21.4
 Wyoming,1964,           5.5,          13.4
 Wyoming,1965,           2.9,          17.9
 Wyoming,1966,           4.9,          21.0
 Wyoming,1967,           4.8,          13.7
 Wyoming,1968,           6.3,          12.4
 Wyoming,1969,          10.3,          15.9
 Wyoming,1970,           5.7,          22.0
 Wyoming,1971,           5.3,          20.0
 Wyoming,1972,           4.1,          33.9
 Wyoming,1973,           6.8,          32.9
 Wyoming,1974,           5.0,          42.6
 Wyoming,1975,          10.2,          49.5
 Wyoming,1976,           6.9,          29.2
 Wyoming,1977,           5.4,          39.7
 Wyoming,1978,           7.1,          48.1
 Wyoming,1979,           9.1,          42.2
 Wyoming,1980,           6.2,          44.4
 Wyoming,1981,           5.5,          41.9
 Wyoming,1982,           9.2,          34.3
 Wyoming,1983,           5.8,          29.8
 Wyoming,1984,           3.3,          23.1
 Wyoming,1985,           4.3,          20.0
 Wyoming,1986,           5.3,          22.5
 Wyoming,1987,           2.0,          20.0
 Wyoming,1988,           2.5,          15.1
 Wyoming,1989,           4.4,          17.1
 Wyoming,1990,           4.9,          15.9
 Wyoming,1991,           3.3,          17.2
 Wyoming,1992,           3.6,          18.0
 Wyoming,1993,           3.4,          17.2
 Wyoming,1994,           3.4,          16.6
 Wyoming,1995,           2.1,          17.9
 Wyoming,1996,           3.3,          20.4
 Wyoming,1997,           3.5,          17.7
 Wyoming,1998,           4.8,          16.2
 Wyoming,1999,           2.3,          15.4
 Wyoming,2000,           2.4,          14.2
 Wyoming,2001,           1.8,          17.0
 Wyoming,2002,           3.0,          18.6
 Wyoming,2003,           2.8,          16.7
 Wyoming,2004,           2.2,          13.2
