State,Year,Murder Rate,Robbery Rate
 Minnesota,2004,           2.2,          79.9
 Minnesota,2005,           2.2,          92.1
 Minnesota,2006,           2.4,         105.3
 Minnesota,2007,           2.2,          91.8
 Minnesota,2008,           2.1,          80.1
 Minnesota,2009,           1.4,          68.7
 Minnesota,2010,           1.8,          63.8
 Minnesota,2011,           1.4,          63.3
 Minnesota,2012,           1.8,          64.6
 Mississippi,1960,          10.0,          14.9
 Mississippi,1961,          10.3,          15.6
 Mississippi,1962,           7.3,           8.0
 Mississippi,1963,           7.2,           8.3
 Mississippi,1964,          10.1,          20.6
 Mississippi,1965,           8.9,          14.4
 Mississippi,1966,           9.7,          13.3
 Mississippi,1967,           8.7,          10.6
 Mississippi,1968,           9.9,          13.2
 Mississippi,1969,           8.1,          14.6
 Mississippi,1970,          11.5,          19.0
 Mississippi,1971,          14.7,          35.9
 Mississippi,1972,          15.4,          39.9
 Mississippi,1973,          16.1,          46.8
 Mississippi,1974,          12.9,          48.0
 Mississippi,1975,          13.9,          54.6
 Mississippi,1976,          12.5,          64.1
 Mississippi,1977,          14.3,          65.7
 Mississippi,1978,          12.6,          70.2
 Mississippi,1979,          12.6,          70.7
 Mississippi,1980,          14.5,          81.0
 Mississippi,1981,          12.6,          81.4
 Mississippi,1982,          14.0,          73.0
 Mississippi,1983,          11.2,          63.8
 Mississippi,1984,           9.7,          60.5
 Mississippi,1985,          10.6,          62.6
 Mississippi,1986,          11.2,          64.6
 Mississippi,1987,          10.2,          57.0
 Mississippi,1988,           8.6,          77.2
 Mississippi,1989,           9.7,          78.3
 Mississippi,1990,          12.2,          86.2
 Mississippi,1991,          12.8,         116.3
 Mississippi,1992,          12.2,         124.5
 Mississippi,1993,          13.5,         139.3
 Mississippi,1994,          15.3,         162.5
 Mississippi,1995,          12.9,         130.9
 Mississippi,1996,          11.1,         134.2
 Mississippi,1997,          13.1,         137.0
 Mississippi,1998,          11.4,         123.3
 Mississippi,1999,           7.7,         111.6
 Mississippi,2000,           9.0,          95.0
 Mississippi,2001,           9.9,         115.2
 Mississippi,2002,           9.2,         117.1
 Mississippi,2003,           9.3,         104.6
 Mississippi,2004,           7.8,          86.3
 Mississippi,2005,           7.4,          82.7
 Mississippi,2006,           7.9,         112.0
 Mississippi,2007,           6.9,          99.2
 Mississippi,2008,           8.0,         104.8
 Mississippi,2009,           6.6,         100.6
 Mississippi,2010,           6.9,          93.5
 Mississippi,2011,           7.8,          83.8
 Mississippi,2012,           7.4,          76.5
 Missouri,1960,           4.4,          90.6
 Missouri,1961,           5.1,          83.1
 Missouri,1962,           5.5,          79.9
 Missouri,1963,           5.2,          87.5
 Missouri,1964,           5.4,          89.7
 Missouri,1965,           6.7,          93.3
 Missouri,1966,           5.4,         105.8
 Missouri,1967,           7.3,         130.5
 Missouri,1968,           8.8,         153.6
 Missouri,1969,          10.4,         182.4
 Missouri,1970,          10.7,         200.8
 Missouri,1971,           8.9,         179.7
 Missouri,1972,           8.3,         175.6
 Missouri,1973,           9.0,         193.4
 Missouri,1974,           9.8,         216.7
 Missouri,1975,          10.6,         244.7
 Missouri,1976,           9.3,         204.1
 Missouri,1977,           9.6,         189.0
 Missouri,1978,          10.4,         184.0
 Missouri,1979,          11.2,         210.9
 Missouri,1980,          11.1,         223.6
 Missouri,1981,          10.4,         215.2
 Missouri,1982,           9.7,         193.0
 Missouri,1983,           8.1,         167.9
 Missouri,1984,           7.1,         140.8
 Missouri,1985,           8.1,         147.6
 Missouri,1986,           9.2,         170.2
 Missouri,1987,           8.3,         164.1
 Missouri,1988,           8.0,         168.1
 Missouri,1989,           7.9,         195.0
 Missouri,1990,           8.8,         216.4
 Missouri,1991,          10.5,         251.1
 Missouri,1992,          10.5,         226.9
 Missouri,1993,          11.3,         241.8
 Missouri,1994,          10.5,         230.7
 Missouri,1995,           8.8,         204.0
 Missouri,1996,           8.1,         170.6
 Missouri,1997,           7.9,         156.1
 Missouri,1998,           7.3,         149.2
 Missouri,1999,           6.6,         130.7
 Missouri,2000,           6.2,         135.8
 Missouri,2001,           6.6,         137.8
 Missouri,2002,           5.8,         123.9
 Missouri,2003,           5.1,         116.9
 Missouri,2004,           6.1,         115.1
 Missouri,2005,           6.9,         124.1
 Missouri,2006,           6.3,         130.0
 Missouri,2007,           6.2,         131.5
 Missouri,2008,           7.7,         125.1
 Missouri,2009,           6.5,         124.2
 Missouri,2010,           7.0,         103.2
 Missouri,2011,           6.1,         104.4
 Missouri,2012,           6.5,          96.0
 Montana,1960,           3.9,          27.6
 Montana,1961,           2.5,          25.4
 Montana,1962,           2.1,          19.9
 Montana,1963,           2.0,          20.7
 Montana,1964,           2.7,          15.6
 Montana,1965,           1.7,          15.9
 Montana,1966,           2.8,          17.8
 Montana,1967,           2.4,          21.4
 Montana,1968,           3.3,          18.2
 Montana,1969,           3.6,          22.2
 Montana,1970,           3.2,          22.3
 Montana,1971,           4.4,          28.7
 Montana,1972,           2.5,          33.2
 Montana,1973,           6.0,          36.3
 Montana,1974,           4.2,          35.6
 Montana,1975,           5.2,          41.4
 Montana,1976,           5.0,          35.6
 Montana,1977,           5.4,          39.2
 Montana,1978,           4.8,          36.8
 Montana,1979,           4.2,          33.1
 Montana,1980,           4.0,          34.0
 Montana,1981,           3.4,          38.1
 Montana,1982,           3.9,          33.1
 Montana,1983,           3.7,          23.5
 Montana,1984,           4.4,          27.4
 Montana,1985,           5.8,          20.9
 Montana,1986,           2.9,          19.5
 Montana,1987,           4.1,          24.2
 Montana,1988,           2.6,          22.6
 Montana,1989,           2.9,          17.0
 Montana,1990,           4.9,          21.7
 Montana,1991,           2.6,          18.6
 Montana,1992,           2.9,          26.9
 Montana,1993,           3.0,          32.4
 Montana,1994,           3.3,          32.7
 Montana,1995,           4.0,          29.1
 Montana,1996,           3.9,          29.7
 Montana,1997,           4.8,          20.4
 Montana,1998,           2.0,          26.4
 Montana,1999,           2.5,          27.1
 Montana,2000,           2.2,          22.5
 Montana,2001,           3.8,          25.4
 Montana,2002,           1.8,          31.1
 Montana,2003,           3.3,          32.5
 Montana,2004,           3.2,          25.1
 Montana,2005,           1.9,          18.9
 Montana,2006,           3.5,          24.7
 Montana,2007,           2.8,          24.3
 Montana,2008,           4.1,          21.1
 Montana,2009,           3.3,          23.4
 Montana,2010,           2.5,          15.5
 Montana,2011,           2.9,          17.1
 Montana,2012,           2.7,          19.0
 Nebraska,1960,           2.3,          17.9
 Nebraska,1961,           2.4,          16.4
 Nebraska,1962,           1.5,          18.5
 Nebraska,1963,           2.0,          15.5
 Nebraska,1964,           2.3,          20.7
 Nebraska,1965,           2.4,          21.9
 Nebraska,1966,           1.8,          24.9
 Nebraska,1967,           2.7,          38.7
 Nebraska,1968,           2.3,          49.6
 Nebraska,1969,           2.5,          51.8
 Nebraska,1970,           3.0,          57.3
 Nebraska,1971,           2.6,          36.0
 Nebraska,1972,           2.9,          52.7
 Nebraska,1973,           4.3,          62.5
 Nebraska,1974,           3.6,          91.0
 Nebraska,1975,           4.3,          90.4
 Nebraska,1976,           2.9,          63.0
 Nebraska,1977,           3.9,          64.7
 Nebraska,1978,           3.0,          64.9
 Nebraska,1979,           4.1,          73.5
 Nebraska,1980,           4.4,          82.2
 Nebraska,1981,           3.1,          70.7
 Nebraska,1982,           2.0,          61.9
 Nebraska,1983,           2.6,          49.8
 Nebraska,1984,           3.4,          43.2
 Nebraska,1985,           2.9,          48.5
 Nebraska,1986,           3.1,          51.1
 Nebraska,1987,           3.5,          47.1
 Nebraska,1988,           3.6,          56.1
 Nebraska,1989,           2.5,          52.0
 Nebraska,1990,           2.7,          51.1
 Nebraska,1991,           3.3,          54.0
 Nebraska,1992,           4.2,          56.7
 Nebraska,1993,           3.9,          62.4
 Nebraska,1994,           3.1,          75.4
 Nebraska,1995,           2.9,          65.2
 Nebraska,1996,           2.9,          63.7
 Nebraska,1997,           3.0,          66.2
 Nebraska,1998,           3.1,          77.6
 Nebraska,1999,           3.6,          75.9
 Nebraska,2000,           3.7,          67.0
 Nebraska,2001,           2.5,          65.6
 Nebraska,2002,           2.8,          78.7
 Nebraska,2003,           3.2,          67.1
 Nebraska,2004,           2.3,          65.1
 Nebraska,2005,           2.5,          59.2
 Nebraska,2006,           2.9,          64.2
 Nebraska,2007,           4.0,          62.8
 Nebraska,2008,           3.9,          72.7
 Nebraska,2009,           2.3,          67.9
 Nebraska,2010,           3.0,          55.7
 Nebraska,2011,           3.7,          53.9
 Nebraska,2012,           2.9,          60.9
 Nevada,1960,           8.8,          74.0
 Nevada,1961,           7.0,         106.0
 Nevada,1962,           8.1,         106.6
 Nevada,1963,           7.9,         118.8
 Nevada,1964,           7.8,         109.8
 Nevada,1965,           8.4,          97.5
 Nevada,1966,          10.6,          96.9
 Nevada,1967,          10.8,         117.8
 Nevada,1968,           5.5,         142.8
 Nevada,1969,           9.0,         170.9
 Nevada,1970,           8.8,         188.4
 Nevada,1971,          11.4,         171.2
 Nevada,1972,          13.5,         190.1
 Nevada,1973,          12.2,         262.0
 Nevada,1974,          14.8,         277.8
 Nevada,1975,          13.0,         302.5
 Nevada,1976,          11.5,         294.9
 Nevada,1977,          15.8,         323.1
 Nevada,1978,          15.5,         359.5
 Nevada,1979,          17.5,         407.5
 Nevada,1980,          20.0,         460.6
 Nevada,1981,          17.5,         458.0
 Nevada,1982,          13.6,         419.6
 Nevada,1983,          12.8,         307.2
 Nevada,1984,          10.8,         279.0
 Nevada,1985,          10.3,         274.9
 Nevada,1986,          12.6,         286.9
 Nevada,1987,           8.4,         272.5
 Nevada,1988,          10.5,         291.2
 Nevada,1989,           8.2,         250.6
 Nevada,1990,           9.7,         238.3
 Nevada,1991,          11.8,         312.5
 Nevada,1992,          10.9,         331.3
 Nevada,1993,          10.4,         340.1
 Nevada,1994,          11.7,         352.4
 Nevada,1995,          10.7,         324.6
 Nevada,1996,          13.7,         307.6
 Nevada,1997,          11.2,         302.4
 Nevada,1998,           9.7,         254.9
 Nevada,1999,           9.1,         232.6
 Nevada,2000,           6.5,         227.3
 Nevada,2001,           8.6,         235.1
 Nevada,2002,           8.4,         236.1
 Nevada,2003,           8.8,         233.0
 Nevada,2004,           7.4,         210.3
 Nevada,2005,           8.5,         194.9
 Nevada,2006,           9.1,         282.0
 Nevada,2007,           7.5,         270.4
 Nevada,2008,           6.3,         249.4
 Nevada,2009,           5.9,         228.1
 Nevada,2010,           5.8,         195.9
 Nevada,2011,           5.1,         158.4
 Nevada,2012,           4.5,         178.3
 New Hampshire,1960,           1.3,           3.0
 New Hampshire,1961,            .6,           3.4
 New Hampshire,1962,           2.4,           3.5
 New Hampshire,1963,           3.2,           6.9
 New Hampshire,1964,            .9,           6.6
 New Hampshire,1965,           2.7,           6.9
 New Hampshire,1966,           1.9,          10.3
 New Hampshire,1967,           2.0,           6.1
 New Hampshire,1968,           1.4,          10.3
 New Hampshire,1969,           2.5,          10.5
 New Hampshire,1970,           2.0,          12.1
 New Hampshire,1971,           2.2,          16.1
 New Hampshire,1972,           1.7,          13.4
 New Hampshire,1973,           2.1,          13.3
 New Hampshire,1974,           3.5,          25.9
 New Hampshire,1975,           2.9,          28.9
 New Hampshire,1976,           3.3,          24.8
 New Hampshire,1977,           3.2,          23.2
 New Hampshire,1978,           1.4,          26.3
 New Hampshire,1979,           2.4,          28.6
 New Hampshire,1980,           2.5,          42.0
 New Hampshire,1981,           2.9,          35.8
 New Hampshire,1982,           2.2,          33.9
 New Hampshire,1983,           2.0,          24.1
 New Hampshire,1984,           1.0,          23.2
 New Hampshire,1985,           2.1,          26.7
 New Hampshire,1986,           2.2,          23.6
 New Hampshire,1987,           3.0,          26.5
 New Hampshire,1988,           2.3,          21.1
 New Hampshire,1989,           3.3,          23.8
 New Hampshire,1990,           1.9,          27.2
 New Hampshire,1991,           3.6,          33.0
 New Hampshire,1992,           1.6,          33.0
 New Hampshire,1993,           2.0,          27.3
 New Hampshire,1994,           1.4,          27.1
 New Hampshire,1995,           1.8,          27.4
 New Hampshire,1996,           1.7,          27.3
 New Hampshire,1997,           1.4,          23.4
 New Hampshire,1998,           1.5,          21.5
 New Hampshire,1999,           1.5,          21.4
 New Hampshire,2000,           1.8,          36.7
 New Hampshire,2001,           1.3,          35.3
 New Hampshire,2002,            .9,          32.4
 New Hampshire,2003,           1.3,          37.2
 New Hampshire,2004,           1.3,          38.5
 New Hampshire,2005,           1.5,          27.9
 New Hampshire,2006,           1.0,          33.1
 New Hampshire,2007,            .9,          34.3
 New Hampshire,2008,           1.1,          32.0
 New Hampshire,2009,            .8,          34.3
 New Hampshire,2010,           1.0,          34.2
 New Hampshire,2011,           1.2,          38.6
 New Hampshire,2012,           1.1,          35.7
 New Jersey,1960,           2.7,          42.7
 New Jersey,1961,           2.5,          38.0
 New Jersey,1962,           3.0,          45.1
 New Jersey,1963,           2.8,          52.0
 New Jersey,1964,           3.1,          57.0
 New Jersey,1965,           3.2,          55.4
 New Jersey,1966,           3.5,          63.7
 New Jersey,1967,           3.9,          82.5
 New Jersey,1968,           5.1,         123.6
 New Jersey,1969,           5.2,         135.1
 New Jersey,1970,           5.7,         169.4
 New Jersey,1971,           5.8,         220.0
 New Jersey,1972,           6.5,         210.1
 New Jersey,1973,           7.4,         206.2
 New Jersey,1974,           6.8,         216.6
 New Jersey,1975,           6.8,         222.6
 New Jersey,1976,           5.2,         200.3
 New Jersey,1977,           5.6,         180.4
 New Jersey,1978,           5.4,         192.6
 New Jersey,1979,           6.6,         250.0
 New Jersey,1980,           6.9,         303.7
 New Jersey,1981,           7.3,         334.6
 New Jersey,1982,           6.5,         307.6
 New Jersey,1983,           5.3,         269.0
 New Jersey,1984,           5.3,         242.4
 New Jersey,1985,           5.4,         255.0
 New Jersey,1986,           5.2,         268.7
 New Jersey,1987,           4.6,         232.8
 New Jersey,1988,           5.3,         245.2
 New Jersey,1989,           5.1,         273.3
 New Jersey,1990,           5.6,         301.0
 New Jersey,1991,           5.2,         293.1
 New Jersey,1992,           5.1,         285.2
 New Jersey,1993,           5.3,         296.0
 New Jersey,1994,           5.0,         288.0
 New Jersey,1995,           5.1,         283.0
 New Jersey,1996,           4.2,         235.8
 New Jersey,1997,           4.2,         210.6
 New Jersey,1998,           4.0,         186.2
 New Jersey,1999,           3.5,         174.9
 New Jersey,2000,           3.4,         161.1
 New Jersey,2001,           3.9,         165.8
 New Jersey,2002,           4.0,         162.7
 New Jersey,2003,           4.7,         154.4
 New Jersey,2004,           4.5,         150.6
 New Jersey,2005,           4.8,         151.8
 New Jersey,2006,           4.9,         153.1
 New Jersey,2007,           4.4,         144.7
 New Jersey,2008,           4.3,         146.3
 New Jersey,2009,           3.7,         133.7
 New Jersey,2010,           4.2,         134.3
 New Jersey,2011,           4.3,         138.2
 New Jersey,2012,           4.4,         128.4
 New Mexico,1960,           7.4,          39.5
 New Mexico,1961,           6.8,          38.8
 New Mexico,1962,           6.3,          41.1
 New Mexico,1963,           5.6,          37.8
 New Mexico,1964,           5.6,          47.2
 New Mexico,1965,           6.3,          43.6
 New Mexico,1966,           6.3,          44.8
 New Mexico,1967,           6.6,          45.5
 New Mexico,1968,           6.4,          50.5
 New Mexico,1969,           6.3,          65.1
 New Mexico,1970,           9.6,          67.6
 New Mexico,1971,          12.0,         103.1
 New Mexico,1972,          11.5,         121.6
 New Mexico,1973,          11.8,         128.8
 New Mexico,1974,          11.3,         124.6
 New Mexico,1975,          13.3,         126.7
 New Mexico,1976,           9.7,         124.7
 New Mexico,1977,           8.8,         109.6
 New Mexico,1978,          10.2,         111.6
 New Mexico,1979,          12.4,         121.0
 New Mexico,1980,          13.1,         127.9
 New Mexico,1981,          11.4,         140.8
 New Mexico,1982,          11.6,         126.2
 New Mexico,1983,           8.9,         114.0
 New Mexico,1984,           9.1,         130.3
 New Mexico,1985,          10.9,         138.1
 New Mexico,1986,          11.5,         129.5
 New Mexico,1987,          10.1,         108.3
 New Mexico,1988,          11.5,         103.1
 New Mexico,1989,           8.6,         105.2
 New Mexico,1990,           9.2,         115.1
 New Mexico,1991,          10.5,         120.3
 New Mexico,1992,           8.9,         139.3
 New Mexico,1993,           8.0,         138.4
 New Mexico,1994,          10.7,         140.8
 New Mexico,1995,           8.8,         154.5
 New Mexico,1996,          11.5,         162.4
 New Mexico,1997,           7.7,         171.4
 New Mexico,1998,          10.9,         163.4
 New Mexico,1999,           9.8,         148.2
 New Mexico,2000,           7.4,         137.4
 New Mexico,2001,           5.4,         147.2
 New Mexico,2002,           8.2,         119.1
 New Mexico,2003,           6.2,         103.1
 New Mexico,2004,           8.9,         108.4
 New Mexico,2005,           7.5,          98.3
 New Mexico,2006,           6.9,         107.2
 New Mexico,2007,           9.3,         117.9
 New Mexico,2008,           8.1,         108.4
 New Mexico,2009,           9.9,          96.1
 New Mexico,2010,           6.8,          78.2
 New Mexico,2011,           7.6,          82.7
 New Mexico,2012,           5.6,          88.6
 New York,1965,           4.6,         155.9
 New York,1966,           4.8,         164.8
 New York,1967,           5.4,         219.3
 New York,1968,           6.5,         330.5
 New York,1969,           7.2,         353.4
 New York,1970,           7.9,         446.1
 New York,1971,           9.9,         531.1
 New York,1972,          11.0,         470.4
 New York,1973,          11.2,         442.3
 New York,1974,          10.6,         479.3
 New York,1975,          11.0,         516.0
 New York,1976,          10.9,         529.3
 New York,1977,          10.7,         472.6
 New York,1978,          10.3,         472.1
 New York,1979,          11.9,         529.6
 New York,1980,          12.7,         641.3
 New York,1981,          12.3,         684.0
 New York,1982,          11.4,         610.7
 New York,1983,          11.1,         536.5
 New York,1984,          10.1,         506.9
 New York,1985,           9.5,         504.4
 New York,1986,          10.7,         514.1
 New York,1987,          11.3,         503.3
 New York,1988,          12.5,         544.4
 New York,1989,          12.5,         579.3
 New York,1990,          14.5,         624.7
 New York,1991,          14.2,         622.1
 New York,1992,          13.2,         596.9
 New York,1993,          13.3,         561.2
 New York,1994,          11.1,         476.7
 New York,1995,           8.5,         399.7
 New York,1996,           7.4,         340.0
 New York,1997,           6.0,         309.3
 New York,1998,           5.1,         270.3
 New York,1999,           5.0,         240.8
 New York,2000,           5.0,         213.6
 New York,2001,           5.0,         191.5
 New York,2002,           4.8,         191.6
 New York,2003,           4.9,         186.3
 New York,2004,           4.6,         173.8
 New York,2005,           4.5,         182.1
 New York,2006,           4.8,         178.5
 New York,2007,           4.2,         161.1
 New York,2008,           4.3,         163.1
 New York,2009,           4.0,         144.0
 New York,2010,           4.5,         147.6
 New York,2011,           3.9,         145.7
 New York,2012,           3.5,         146.4
 North Carolina,1960,          10.6,          18.1
 North Carolina,1961,           9.2,          15.0
 North Carolina,1962,           7.9,          17.7
 North Carolina,1963,           8.2,          19.0
 North Carolina,1964,           8.0,          22.7
 North Carolina,1965,           8.3,          23.0
 North Carolina,1966,           9.2,          24.3
 North Carolina,1967,           9.9,          32.1
 North Carolina,1968,          10.2,          37.6
 North Carolina,1969,          11.3,          43.1
 North Carolina,1970,          11.7,          52.3
 North Carolina,1971,          11.8,          55.3
 North Carolina,1972,          13.5,          66.2
 North Carolina,1973,          13.0,          71.4
 North Carolina,1974,          11.7,          92.3
 North Carolina,1975,          12.4,          82.2
 North Carolina,1976,          11.1,          70.6
 North Carolina,1977,          10.6,          61.3
 North Carolina,1978,          10.8,          65.9
 North Carolina,1979,          10.7,          77.2
 North Carolina,1980,          10.6,          82.3
 North Carolina,1981,           9.1,          80.8
 North Carolina,1982,           9.1,          85.9
 North Carolina,1983,           8.1,          79.6
 North Carolina,1984,           8.7,          74.8
 North Carolina,1985,           8.3,          78.2
 North Carolina,1986,           8.1,          87.7
 North Carolina,1987,           8.1,          93.9
 North Carolina,1988,           7.8,         108.6
 North Carolina,1989,           8.9,         133.5
 North Carolina,1990,          10.7,         152.1
 North Carolina,1991,          11.4,         178.0
 North Carolina,1992,          10.6,         186.8
 North Carolina,1993,          11.3,         192.4
 North Carolina,1994,          10.9,         181.2
 North Carolina,1995,           9.4,         179.2
 North Carolina,1996,           8.5,         163.9
 North Carolina,1997,           8.3,         172.6
 North Carolina,1998,           8.1,         160.8
 North Carolina,1999,           7.2,         158.0
 North Carolina,2000,           7.0,         156.5
 North Carolina,2001,           6.2,         162.1
 North Carolina,2002,           6.6,         146.9
 North Carolina,2003,           6.0,         145.2
 North Carolina,2004,           6.2,         138.0
 North Carolina,2005,           6.7,         145.7
 North Carolina,2006,           6.1,         152.1
 North Carolina,2007,           6.4,         149.4
 North Carolina,2008,           6.5,         155.3
 North Carolina,2009,           5.2,         126.1
 North Carolina,2010,           5.0,         100.6
 North Carolina,2011,           5.2,          97.9
 North Carolina,2012,           4.9,          96.3
 North Dakota,1960,            .5,           6.3
 North Dakota,1961,            .9,          10.6
 North Dakota,1962,           1.2,           6.2
 North Dakota,1963,           2.1,           9.6
 North Dakota,1964,            .9,           8.7
 North Dakota,1965,            .9,           4.6
 North Dakota,1966,           1.8,           6.2
 North Dakota,1967,            .2,           5.8
 North Dakota,1968,           1.1,           5.8
 North Dakota,1969,            .2,           7.2
 North Dakota,1970,            .5,           6.5
 North Dakota,1971,           1.3,           7.5
 North Dakota,1972,           1.3,           8.9
 North Dakota,1973,            .8,           7.3
 North Dakota,1974,           1.4,          12.9
 North Dakota,1975,            .8,          14.3
 North Dakota,1976,           1.4,          16.2
 North Dakota,1977,            .9,          13.3
 North Dakota,1978,           1.2,          15.6
 North Dakota,1979,           1.5,           9.9
 North Dakota,1980,           1.2,           7.7
 North Dakota,1981,           2.3,          12.9
 North Dakota,1982,            .7,          12.7
 North Dakota,1983,           2.1,           7.8
 North Dakota,1984,           1.2,           7.7
 North Dakota,1985,           1.0,           6.4
 North Dakota,1986,           1.0,           6.9
 North Dakota,1987,           1.5,           7.6
 North Dakota,1988,           1.8,           8.1
 North Dakota,1989,            .6,           9.2
 North Dakota,1990,            .8,           7.8
 North Dakota,1991,           1.1,           8.0
 North Dakota,1992,           1.9,           7.9
 North Dakota,1993,           1.7,           8.3
 North Dakota,1994,            .2,          11.1
 North Dakota,1995,            .9,          10.0
 North Dakota,1996,           2.2,          11.0
 North Dakota,1997,            .9,           6.4
 North Dakota,1998,           1.1,          10.2
 North Dakota,1999,           1.6,           8.8
 North Dakota,2000,            .6,           8.7
 North Dakota,2001,           1.1,           9.4
 North Dakota,2002,            .8,           9.1
 North Dakota,2003,           1.4,           8.4
 North Dakota,2004,           1.3,           6.8
 North Dakota,2005,           1.9,           8.5
 North Dakota,2006,           2.2,          11.8
 North Dakota,2007,           2.7,          11.7
 North Dakota,2008,           1.7,          11.4
 North Dakota,2009,           1.9,          16.5
 North Dakota,2010,           1.5,          13.3
 North Dakota,2011,           3.5,          13.3
 North Dakota,2012,           4.0,          18.7
 Ohio,1960,           3.2,          40.1
 Ohio,1961,           3.1,          39.6
 Ohio,1962,           3.2,          37.9
 Ohio,1963,           3.0,          40.7
 Ohio,1964,           3.5,          46.2
 Ohio,1965,           3.6,          51.6
 Ohio,1966,           4.5,          70.0
 Ohio,1967,           5.2,          95.0
 Ohio,1968,           5.3,         102.0
 Ohio,1969,           6.4,         126.7
 Ohio,1970,           6.6,         145.9
 Ohio,1971,           7.5,         163.7
 Ohio,1972,           7.5,         160.6
 Ohio,1973,           7.3,         143.5
 Ohio,1974,           8.9,         191.2
 Ohio,1975,           8.1,         220.0
 Ohio,1976,           7.4,         183.8
 Ohio,1977,           7.8,         190.5
 Ohio,1978,           6.9,         182.6
 Ohio,1979,           8.1,         194.8
 Ohio,1980,           8.1,         223.7
 Ohio,1981,           7.4,         236.9
 Ohio,1982,           6.3,         183.6
 Ohio,1983,           5.6,         159.4
 Ohio,1984,           5.1,         145.6
 Ohio,1985,           5.2,         133.1
 Ohio,1986,           5.5,         142.1
 Ohio,1987,           5.8,         153.1
 Ohio,1988,           5.4,         161.4
 Ohio,1989,           6.0,         170.9
 Ohio,1990,           6.1,         188.5
 Ohio,1991,           7.2,         215.2
 Ohio,1992,           6.6,         199.0
 Ohio,1993,           6.0,         192.7
 Ohio,1994,           6.0,         187.5
 Ohio,1995,           5.4,         178.7
 Ohio,1996,           4.8,         164.1
 Ohio,1997,           4.7,         158.7
 Ohio,1998,           4.0,         133.5
 Ohio,1999,           3.5,         128.0
 Ohio,2000,           3.7,         137.5
 Ohio,2001,           4.0,         151.0
 Ohio,2002,           4.6,         156.6
 Ohio,2003,           4.6,         147.7
 Ohio,2004,           4.4,         152.2
 Ohio,2005,           5.1,         162.8
 Ohio,2006,           4.9,         169.2
 Ohio,2007,           4.6,         160.0
 Ohio,2008,           4.8,         162.9
 Ohio,2009,           4.6,         153.1
 Ohio,2010,           4.2,         142.9
 Ohio,2011,           4.3,         138.6
 Ohio,2012,           4.3,         132.0
 Oklahoma,1960,           7.5,          39.9
 Oklahoma,1961,           5.0,          34.6
 Oklahoma,1962,           5.1,          39.7
 Oklahoma,1963,           5.2,          40.1
 Oklahoma,1964,           4.5,          42.8
 Oklahoma,1965,           4.4,          38.6
 Oklahoma,1966,           5.5,          41.3
 Oklahoma,1967,           6.7,          39.1
 Oklahoma,1968,           6.4,          49.3
 Oklahoma,1969,           5.8,          49.4
 Oklahoma,1970,           5.9,          54.7
 Oklahoma,1971,           6.5,          60.3
 Oklahoma,1972,           7.0,          64.6
 Oklahoma,1973,           6.6,          68.2
 Oklahoma,1974,           8.1,          83.5
 Oklahoma,1975,           9.4,          90.2
 Oklahoma,1976,           6.4,          70.3
 Oklahoma,1977,           8.6,          73.8
 Oklahoma,1978,           8.5,          88.3
 Oklahoma,1979,           9.7,         102.6
 Oklahoma,1980,          10.0,         104.9
 Oklahoma,1981,           9.0,         115.4
 Oklahoma,1982,          10.8,         132.8
 Oklahoma,1983,           7.6,         128.7
 Oklahoma,1984,           7.8,         111.2
 Oklahoma,1985,           7.7,         106.8
 Oklahoma,1986,           8.1,         106.5
 Oklahoma,1987,           7.5,         109.5
 Oklahoma,1988,           7.4,         105.1
 Oklahoma,1989,           6.5,         126.2
 Oklahoma,1990,           8.0,         121.9
 Oklahoma,1991,           7.2,         128.9
 Oklahoma,1992,           6.5,         136.2
 Oklahoma,1993,           8.4,         121.8
 Oklahoma,1994,           6.9,         128.1
 Oklahoma,1995,          12.2,         115.6
 Oklahoma,1996,           6.8,         106.8
 Oklahoma,1997,           6.9,         103.9
 Oklahoma,1998,           6.1,          92.0
 Oklahoma,1999,           6.9,          82.9
 Oklahoma,2000,           5.3,          75.8
 Oklahoma,2001,           5.3,          79.1
 Oklahoma,2002,           4.7,          85.0
 Oklahoma,2003,           5.9,          91.9
 Oklahoma,2004,           5.3,          87.7
 Oklahoma,2005,           5.3,          91.2
 Oklahoma,2006,           5.9,          87.9
 Oklahoma,2007,           6.2,          93.8
 Oklahoma,2008,           5.9,         101.5
 Oklahoma,2009,           6.3,          91.1
 Oklahoma,2010,           5.2,          89.0
 Oklahoma,2011,           5.6,          86.9
 Oklahoma,2012,           5.7,          84.7
 Oregon,1960,           2.4,          31.8
 Oregon,1961,           2.7,          34.8
 Oregon,1962,           2.9,          38.3
 Oregon,1963,           3.0,          30.3
 Oregon,1964,           1.8,          37.6
 Oregon,1965,           3.4,          46.0
 Oregon,1966,           2.7,          45.8
 Oregon,1967,           3.1,          65.9
 Oregon,1968,           3.2,          76.5
 Oregon,1969,           4.0,          86.6
 Oregon,1970,           4.6,         102.5
 Oregon,1971,           3.2,         110.4
 Oregon,1972,           5.5,         109.5
 Oregon,1973,           4.9,          99.4
 Oregon,1974,           5.6,         130.8
 Oregon,1975,           6.2,         130.3
 Oregon,1976,           4.2,         132.7
 Oregon,1977,           4.9,         124.1
 Oregon,1978,           5.0,         131.1
 Oregon,1979,           4.2,         130.6
 Oregon,1980,           5.1,         152.4
 Oregon,1981,           4.4,         180.6
 Oregon,1982,           5.1,         167.3
